Vgs,Ids
-5,8.86116E-11
-4.95,1.046926E-10
-4.9,1.1994E-10
-4.85,1.136E-10
-4.8,1.3122E-10
-4.75,1.2492E-10
-4.7,1.3861E-10
-4.65,1.281E-10
-4.6,1.357E-10
-4.55,1.3689E-10
-4.5,1.4325E-10
-4.45,1.527E-10
-4.4,1.5426E-10
-4.35,1.6599E-10
-4.3,1.9458E-10
-4.25,2.1689E-10
-4.2,2.3244E-10
-4.15,2.2866E-10
-4.1,2.6054E-10
-4.05,2.9052E-10
-4,3.6994E-10
-3.95,3.9534E-10
-3.9,4.2512E-10
-3.85,4.5359E-10
-3.8,5.0353E-10
-3.75,6.2018E-10
-3.7,6.5472E-10
-3.65,8.7782E-10
-3.6,8.7772E-10
-3.55,8.8834E-10
-3.5,1.11267E-09
-3.45,1.0029E-09
-3.4,1.0418E-09
-3.35,1.1426E-09
-3.3,1.2834E-09
-3.25,1.5854E-09
-3.2,1.8313E-09
-3.15,2.0323E-09
-3.1,2.1058E-09
-3.05,2.3618E-09
-3,2.4132E-09
-2.95,2.908E-09
-2.9,2.8344E-09
-2.85,3.3815E-09
-2.8,3.7472E-09
-2.75,3.9643E-09
-2.7,4.4588E-09
-2.65,4.4827E-09
-2.6,4.6121E-09
-2.55,5.3927E-09
-2.5,5.7489E-09
-2.45,6.3557E-09
-2.4,6.511E-09
-2.35,7.144E-09
-2.3,7.7682E-09
-2.25,8.8821E-09
-2.2,9.4015E-09
-2.15,9.7267E-09
-2.1,1.04973E-08
-2.05,1.05786E-08
-2,1.11058E-08
-1.95,1.23106E-08
-1.9,1.39222E-08
-1.85,1.43864E-08
-1.8,1.50114E-08
-1.75,1.65032E-08
-1.7,1.68548E-08
-1.65,1.8621E-08
-1.6,1.91626E-08
-1.55,1.92212E-08
-1.5,2.11014E-08
-1.45,2.29308E-08
-1.4,2.41966E-08
-1.35,2.56502E-08
-1.3,2.73476E-08
-1.25,2.80302E-08
-1.2,2.9358E-08
-1.15,2.98166E-08
-1.1,3.22448E-08
-1.05,3.50198E-08
-1,3.61002E-08
-0.95,3.8975E-08
-0.9,4.07486E-08
-0.85,4.32418E-08
-0.8,4.5083E-08
-0.75,4.76066E-08
-0.7,4.90396E-08
-0.65,5.13732E-08
-0.6,5.28854E-08
-0.55,5.55714E-08
-0.5,5.76876E-08
-0.45,5.99938E-08
-0.4,6.20218E-08
