Vgs,Ids
-5,6.75628E-11
-4.95,7.12906E-11
-4.9,8.03942E-11
-4.85,9.04432E-11
-4.8,9.2696E-11
-4.75,9.11838E-11
-4.7,9.68098E-11
-4.65,1.137966E-10
-4.6,1.0687E-10
-4.55,1.1875E-10
-4.5,1.321E-10
-4.45,1.3154E-10
-4.4,1.5885E-10
-4.35,1.8363E-10
-4.3,2.0119E-10
-4.25,2.245E-10
-4.2,2.1632E-10
-4.15,2.6307E-10
-4.1,3.2578E-10
-4.05,3.2191E-10
-4,4.0007E-10
-3.95,4.0512E-10
-3.9,4.7472E-10
-3.85,4.7927E-10
-3.8,5.3875E-10
-3.75,6.5165E-10
-3.7,5.4016E-10
-3.65,5.8001E-10
-3.6,7.5291E-10
-3.55,8.0415E-10
-3.5,9.1248E-10
-3.45,9.2084E-10
-3.4,9.2779E-10
-3.35,9.4755E-10
-3.3,1.13001E-09
-3.25,1.0032E-09
-3.2,1.2006E-09
-3.15,1.4319E-09
-3.1,1.7034E-09
-3.05,1.849E-09
-3,1.924E-09
-2.95,2.172E-09
-2.9,2.3908E-09
-2.85,2.3638E-09
-2.8,2.5976E-09
-2.75,3.1549E-09
-2.7,3.6373E-09
-2.65,3.9294E-09
-2.6,4.215E-09
-2.55,4.1776E-09
-2.5,4.7473E-09
-2.45,5.2696E-09
-2.4,5.8054E-09
-2.35,5.9942E-09
-2.3,6.6155E-09
-2.25,7.1411E-09
-2.2,7.9992E-09
-2.15,8.703E-09
-2.1,9.4058E-09
-2.05,9.7363E-09
-2,1.0657E-08
-1.95,1.0962E-08
-1.9,1.1416E-08
-1.85,1.2181E-08
-1.8,1.32362E-08
-1.75,1.49622E-08
-1.7,1.51776E-08
-1.65,1.59844E-08
-1.6,1.74402E-08
-1.55,1.8563E-08
-1.5,1.91322E-08
-1.45,2.0199E-08
-1.4,2.13234E-08
-1.35,2.2181E-08
-1.3,2.34238E-08
-1.25,2.4624E-08
-1.2,2.5268E-08
-1.15,2.57046E-08
-1.1,2.68236E-08
-1.05,2.79316E-08
-1,2.92736E-08
-0.95,3.03134E-08
-0.9,3.13304E-08
-0.85,3.23282E-08
-0.8,3.33972E-08
-0.75,3.45112E-08
-0.7,3.53154E-08
-0.65,3.6078E-08
-0.6,3.73928E-08
-0.55,3.84778E-08
-0.5,3.9367E-08
-0.45,4.02822E-08
-0.4,4.16938E-08
-0.35,4.26248E-08
-0.3,4.35354E-08
-0.25,4.44598E-08
-0.2,4.5355E-08
-0.15,4.59232E-08
-0.1,4.68102E-08
-0.05,4.7894E-08
0,4.89906E-08
0.05,4.99162E-08
0.1,5.08636E-08
0.15,5.16804E-08
0.2,5.2649E-08
0.25,5.35242E-08
0.3,5.42806E-08
0.35,5.53818E-08
0.4,5.61886E-08
0.45,5.716E-08
0.5,5.78422E-08
0.55,5.8907E-08
0.6,5.97046E-08
0.65,6.0679E-08
0.7,6.16292E-08
0.75,6.2367E-08
0.8,6.3289E-08
0.85,6.40298E-08
0.9,6.50374E-08
0.95,6.58282E-08
1,6.67792E-08
1.05,6.76166E-08
1.1,6.85256E-08
1.15,6.92952E-08
1.2,6.99678E-08
1.25,7.0879E-08
1.3,7.17824E-08
1.35,7.21732E-08
1.4,7.31708E-08
1.45,7.35748E-08
1.5,7.44888E-08
1.55,7.52666E-08
1.6,7.62466E-08
1.65,7.6701E-08
1.7,7.76238E-08
1.75,7.83482E-08
1.8,7.90514E-08
1.85,7.99768E-08
1.9,8.07378E-08
1.95,8.16452E-08
2,8.26088E-08
2.05,8.3075E-08
2.1,8.38146E-08
2.15,8.44438E-08
2.2,8.56242E-08
2.25,8.55028E-08
2.3,8.67654E-08
2.35,8.73276E-08
2.4,8.78756E-08
2.45,8.83828E-08
2.5,8.96226E-08
2.55,9.0077E-08
2.6,9.07778E-08
2.65,9.20386E-08
2.7,9.2519E-08
2.75,9.35092E-08
2.8,9.40868E-08
2.85,9.46134E-08
2.9,9.53308E-08
2.95,9.60412E-08
3,9.66656E-08
