Vgs,Ids
-5,4.1269E-10
-4.95,3.9875E-10
-4.9,4.423E-10
-4.85,5.4414E-10
-4.8,5.037E-10
-4.75,6.7292E-10
-4.7,6.7222E-10
-4.65,7.2989E-10
-4.6,8.1442E-10
-4.55,9.5509E-10
-4.5,1.08033E-09
-4.45,1.2669E-09
-4.4,1.1815E-09
-4.35,1.4701E-09
-4.3,1.6587E-09
-4.25,1.7454E-09
-4.2,1.8134E-09
-4.15,2.1146E-09
-4.1,2.3689E-09
-4.05,2.5863E-09
-4,2.9845E-09
-3.95,3.236E-09
-3.9,3.8893E-09
-3.85,4.2728E-09
-3.8,4.8424E-09
-3.75,5.3651E-09
-3.7,5.2912E-09
-3.65,6.99E-09
-3.6,7.0363E-09
-3.55,7.8163E-09
-3.5,8.3743E-09
-3.45,8.4551E-09
-3.4,8.0975E-09
-3.35,8.357E-09
-3.3,9.5097E-09
-3.25,9.365E-09
-3.2,1.00725E-08
-3.15,1.10912E-08
-3.1,1.18878E-08
-3.05,1.24096E-08
-3,1.3686E-08
-2.95,1.53178E-08
-2.9,1.57016E-08
-2.85,1.52378E-08
-2.8,1.67864E-08
-2.75,1.81006E-08
-2.7,1.95132E-08
-2.65,1.99326E-08
-2.6,2.10832E-08
-2.55,2.24452E-08
-2.5,2.39202E-08
-2.45,2.50576E-08
-2.4,2.66132E-08
-2.35,2.76864E-08
-2.3,2.84656E-08
-2.25,3.03396E-08
-2.2,3.21494E-08
-2.15,3.32496E-08
-2.1,3.52862E-08
-2.05,3.6366E-08
-2,3.81634E-08
-1.95,3.99624E-08
-1.9,4.15578E-08
-1.85,4.25682E-08
-1.8,4.45528E-08
-1.75,4.54606E-08
-1.7,4.67922E-08
-1.65,4.84712E-08
-1.6,4.9596E-08
-1.55,5.23796E-08
-1.5,5.31108E-08
-1.45,5.40418E-08
-1.4,5.53534E-08
-1.35,5.67062E-08
-1.3,5.76772E-08
-1.25,6.00176E-08
-1.2,6.19662E-08
-1.15,6.4295E-08
