Vgs,Ids
-5,6.44382E-11
-4.95,7.29054E-11
-4.9,8.05918E-11
-4.85,8.56952E-11
-4.8,9.16154E-11
-4.75,9.83724E-11
-4.7,1.03183E-10
-4.65,1.056118E-10
-4.6,1.12249E-10
-4.55,1.1806E-10
-4.5,1.3283E-10
-4.45,1.3022E-10
-4.4,1.5113E-10
-4.35,1.6211E-10
-4.3,1.821E-10
-4.25,2.0235E-10
-4.2,2.1776E-10
-4.15,2.3883E-10
-4.1,2.6259E-10
-4.05,2.9697E-10
-4,3.3627E-10
-3.95,3.6055E-10
-3.9,3.8599E-10
-3.85,4.6322E-10
-3.8,5.0007E-10
-3.75,5.3145E-10
-3.7,5.9766E-10
-3.65,6.1816E-10
-3.6,7.0857E-10
-3.55,7.7382E-10
-3.5,8.0345E-10
-3.45,8.9255E-10
-3.4,9.7029E-10
-3.35,1.04922E-09
-3.3,1.01854E-09
-3.25,9.811E-10
-3.2,1.1449E-09
-3.15,1.2553E-09
-3.1,1.3934E-09
-3.05,1.4608E-09
-3,1.6053E-09
-2.95,1.7286E-09
-2.9,1.9229E-09
-2.85,2.0798E-09
-2.8,2.3195E-09
-2.75,2.49E-09
-2.7,2.5405E-09
-2.65,2.8953E-09
-2.6,3.0431E-09
-2.55,3.3188E-09
-2.5,3.5436E-09
-2.45,3.8566E-09
-2.4,4.1412E-09
-2.35,4.4054E-09
-2.3,4.6362E-09
-2.25,4.9822E-09
-2.2,5.2547E-09
-2.15,5.622E-09
-2.1,5.845E-09
-2.05,6.3068E-09
-2,6.6961E-09
-1.95,7.0761E-09
-1.9,7.4787E-09
-1.85,7.7746E-09
-1.8,7.8566E-09
-1.75,8.1783E-09
-1.7,8.4836E-09
-1.65,8.4984E-09
-1.6,8.8139E-09
-1.55,9.3076E-09
-1.5,9.8512E-09
-1.45,1.04037E-08
-1.4,1.10357E-08
-1.35,1.10004E-08
-1.3,1.18974E-08
-1.25,1.20862E-08
-1.2,1.28494E-08
-1.15,1.32232E-08
-1.1,1.3783E-08
-1.05,1.4494E-08
-1,1.49976E-08
-0.95,1.58344E-08
-0.9,1.61466E-08
-0.85,1.67802E-08
-0.8,1.74538E-08
-0.75,1.78274E-08
-0.7,1.86892E-08
-0.65,1.9235E-08
-0.6,1.972E-08
-0.55,2.02524E-08
-0.5,2.09292E-08
-0.45,2.13646E-08
-0.4,2.2334E-08
-0.35,2.3106E-08
-0.3,2.38044E-08
-0.25,2.44878E-08
-0.2,2.55484E-08
-0.15,2.64324E-08
-0.1,2.71436E-08
-0.05,2.7625E-08
0,2.85426E-08
0.05,2.91472E-08
0.1,2.96718E-08
0.15,3.07998E-08
0.2,3.18308E-08
0.25,3.25216E-08
0.3,3.32928E-08
0.35,3.431E-08
0.4,3.47046E-08
0.45,3.5714E-08
0.5,3.72572E-08
0.55,3.76956E-08
0.6,3.87416E-08
0.65,3.96958E-08
0.7,4.05782E-08
0.75,4.11708E-08
0.8,4.1984E-08
0.85,4.29076E-08
0.9,4.39024E-08
0.95,4.5009E-08
1,4.57276E-08
1.05,4.713E-08
1.1,4.75534E-08
1.15,4.8662E-08
1.2,4.98464E-08
1.25,5.07826E-08
1.3,5.14464E-08
1.35,5.21916E-08
1.4,5.29216E-08
1.45,5.3986E-08
1.5,5.4838E-08
1.55,5.54724E-08
1.6,5.661E-08
1.65,5.72642E-08
1.7,5.80922E-08
1.75,5.91182E-08
1.8,5.99196E-08
1.85,6.065E-08
1.9,6.12822E-08
1.95,6.21946E-08
2,6.2812E-08
2.05,6.37552E-08
2.1,6.38644E-08
2.15,6.4875E-08
2.2,6.53398E-08
2.25,6.63952E-08
2.3,6.70138E-08
2.35,6.79672E-08
2.4,6.87262E-08
2.45,6.96348E-08
2.5,7.01536E-08
2.55,7.09268E-08
2.6,7.13524E-08
2.65,7.20288E-08
2.7,7.28646E-08
2.75,7.33544E-08
2.8,7.36308E-08
2.85,7.46948E-08
2.9,7.51524E-08
2.95,7.58418E-08
3,7.6119E-08
3.05,7.68298E-08
3.1,7.75904E-08
3.15,7.83654E-08
3.2,7.8768E-08
3.25,7.94098E-08
3.3,8.00972E-08
3.35,8.06952E-08
3.4,8.13598E-08
3.45,8.19758E-08
3.5,8.2326E-08
3.55,8.30728E-08
3.6,8.3502E-08
3.65,8.40668E-08
3.7,8.19468E-08
3.75,8.23982E-08
3.8,8.37044E-08
3.85,8.4175E-08
3.9,8.4442E-08
3.95,8.49688E-08
4,8.55808E-08
4.05,8.6127E-08
4.1,8.68316E-08
4.15,8.7298E-08
4.2,8.8161E-08
4.25,8.82872E-08
4.3,8.95398E-08
4.35,9.08728E-08
4.4,9.03824E-08
4.45,9.0949E-08
4.5,9.13764E-08
4.55,9.1539E-08
4.6,9.20888E-08
4.65,9.24612E-08
4.7,9.29042E-08
4.75,9.36498E-08
4.8,9.41578E-08
4.85,9.44486E-08
4.9,9.50728E-08
