Vgs,Ids
-5,9.275E-11
-4.95,6.4557E-11
-4.9,7.28958E-11
-4.85,7.45504E-11
-4.8,7.94584E-11
-4.75,8.90234E-11
-4.7,9.58796E-11
-4.65,8.744E-11
-4.6,1.058048E-10
-4.55,1.076828E-10
-4.5,1.06069E-10
-4.45,1.124206E-10
-4.4,1.3966E-10
-4.35,1.3056E-10
-4.3,1.527E-10
-4.25,1.6829E-10
-4.2,1.492E-10
-4.15,1.7084E-10
-4.1,1.7636E-10
-4.05,1.5733E-10
-4,2.2492E-10
-3.95,2.0331E-10
-3.9,2.8143E-10
-3.85,2.434E-10
-3.8,2.5129E-10
-3.75,2.6477E-10
-3.7,2.7753E-10
-3.65,4.163E-10
-3.6,5.5773E-10
-3.55,4.7901E-10
-3.5,6.5061E-10
-3.45,5.4188E-10
-3.4,7.2897E-10
-3.35,7.8072E-10
-3.3,8.2416E-10
-3.25,1.1375E-09
-3.2,1.043E-09
-3.15,1.2323E-09
-3.1,1.4019E-09
-3.05,1.6405E-09
-3,1.7468E-09
-2.95,2.165E-09
-2.9,2.6241E-09
-2.85,2.9419E-09
-2.8,3.1703E-09
-2.75,4.1648E-09
-2.7,4.0665E-09
-2.65,4.3875E-09
-2.6,5.4653E-09
-2.55,6.1987E-09
-2.5,7.3334E-09
-2.45,7.8527E-09
-2.4,9.0866E-09
-2.35,1.05828E-08
-2.3,1.08427E-08
-2.25,1.14464E-08
-2.2,1.3828E-08
-2.15,1.35162E-08
-2.1,1.41566E-08
-2.05,1.58012E-08
-2,1.63692E-08
-1.95,1.92334E-08
-1.9,2.11058E-08
-1.85,2.3554E-08
-1.8,2.33826E-08
-1.75,2.54428E-08
-1.7,2.64432E-08
-1.65,2.81304E-08
-1.6,2.8941E-08
-1.55,3.12676E-08
-1.5,3.24214E-08
-1.45,3.43454E-08
-1.4,3.63478E-08
-1.35,3.74532E-08
-1.3,3.97352E-08
-1.25,4.09838E-08
-1.2,4.33092E-08
-1.15,4.53872E-08
-1.1,4.68274E-08
-1.05,4.91454E-08
-1,5.10674E-08
-0.95,5.13148E-08
-0.9,5.2622E-08
-0.85,5.37866E-08
-0.8,5.63228E-08
-0.75,5.8958E-08
-0.7,6.05654E-08
-0.65,6.15382E-08
-0.6,6.34054E-08
-0.55,6.55668E-08
-0.5,6.75578E-08
-0.45,6.92026E-08
-0.4,7.0911E-08
-0.35,7.2891E-08
-0.3,7.54972E-08
-0.25,7.74912E-08
-0.2,7.89218E-08
-0.15,8.094E-08
-0.1,8.2749E-08
-0.05,8.4197E-08
0,8.64222E-08
0.05,8.81036E-08
0.1,9.0652E-08
