Vgs,Ids
-5,8.279E-11
-4.95,1.034196E-10
-4.9,1.3041E-10
-4.85,1.3744E-10
-4.8,1.3349E-10
-4.75,1.3786E-10
-4.7,1.6067E-10
-4.65,1.7134E-10
-4.6,1.844E-10
-4.55,2.013E-10
-4.5,2.1787E-10
-4.45,2.4151E-10
-4.4,3.0129E-10
-4.35,3.2528E-10
-4.3,3.4722E-10
-4.25,4.2256E-10
-4.2,4.5176E-10
-4.15,5.0989E-10
-4.1,5.2291E-10
-4.05,5.6055E-10
-4,5.6281E-10
-3.95,5.1328E-10
-3.9,6.1279E-10
-3.85,7.2752E-10
-3.8,7.7323E-10
-3.75,8.6724E-10
-3.7,9.3202E-10
-3.65,9.5231E-10
-3.6,1.0934E-09
-3.55,1.2114E-09
-3.5,1.3136E-09
-3.45,1.5265E-09
-3.4,1.7003E-09
-3.35,1.8837E-09
-3.3,2.1351E-09
-3.25,2.1646E-09
-3.2,2.2723E-09
-3.15,2.646E-09
-3.1,2.9817E-09
-3.05,3.4748E-09
-3,4.1798E-09
-2.95,4.4993E-09
-2.9,4.9614E-09
-2.85,5.1471E-09
-2.8,5.594E-09
-2.75,6.2909E-09
-2.7,6.6252E-09
-2.65,7.6177E-09
-2.6,7.8924E-09
-2.55,8.4911E-09
-2.5,8.4518E-09
-2.45,9.5574E-09
-2.4,1.04172E-08
-2.35,1.09625E-08
-2.3,1.05008E-08
-2.25,1.15158E-08
-2.2,1.25916E-08
-2.15,1.40044E-08
-2.1,1.47982E-08
-2.05,1.5536E-08
-2,1.70546E-08
-1.95,1.93406E-08
-1.9,1.93172E-08
-1.85,2.0147E-08
-1.8,2.11836E-08
-1.75,2.29854E-08
-1.7,2.48786E-08
-1.65,2.62576E-08
-1.6,2.83964E-08
-1.55,2.95382E-08
-1.5,3.1286E-08
-1.45,3.20272E-08
-1.4,3.3695E-08
-1.35,3.58458E-08
-1.3,3.75828E-08
-1.25,3.93088E-08
-1.2,4.08374E-08
-1.15,4.30042E-08
-1.1,4.45136E-08
-1.05,4.61544E-08
-1,4.82276E-08
-0.95,4.97534E-08
-0.9,5.15328E-08
-0.85,5.43862E-08
-0.8,5.64562E-08
-0.75,5.88264E-08
-0.7,5.97422E-08
-0.65,6.23306E-08
-0.6,6.45002E-08
-0.55,6.68098E-08
-0.5,6.88742E-08
-0.45,7.13218E-08
-0.4,7.33132E-08
-0.35,7.55554E-08
-0.3,7.76266E-08
-0.25,8.04934E-08
-0.2,8.22844E-08
-0.15,8.34786E-08
-0.1,8.57964E-08
-0.05,8.88056E-08
0,9.05774E-08
0.05,9.27448E-08
0.1,9.58286E-08
0.15,9.84878E-08
0.2,1.004472E-07
0.25,1.026568E-07
0.3,1.052138E-07
0.35,1.0709E-07
0.4,1.102074E-07
0.45,1.124264E-07
0.5,1.146914E-07
0.55,1.1718E-07
0.6,1.1896E-07
0.65,1.2092E-07
0.7,1.2252E-07
0.75,1.2518E-07
0.8,1.267E-07
0.85,1.292E-07
0.9,1.3092E-07
0.95,1.3414E-07
1,1.3604E-07
1.05,1.3894E-07
1.1,1.398E-07
1.15,1.4114E-07
1.2,1.4418E-07
1.25,1.4552E-07
1.3,1.4876E-07
1.35,1.5004E-07
1.4,1.5234E-07
1.45,1.5342E-07
1.5,1.5528E-07
1.55,1.573E-07
1.6,1.5904E-07
1.65,1.6198E-07
1.7,1.6312E-07
1.75,1.6378E-07
1.8,1.6624E-07
1.85,1.6822E-07
1.9,1.7022E-07
1.95,1.726E-07
2,1.7436E-07
2.05,1.759E-07
2.1,1.775E-07
2.15,1.8012E-07
2.2,1.8162E-07
2.25,1.8382E-07
2.3,1.8564E-07
2.35,1.8802E-07
2.4,1.8872E-07
2.45,1.9074E-07
2.5,1.9234E-07
2.55,1.943E-07
2.6,1.9512E-07
2.65,1.9692E-07
2.7,1.997E-07
2.75,1.9962E-07
2.8,2.0176E-07
2.85,2.0242E-07
2.9,2.0466E-07
2.95,2.0638E-07
3,2.066E-07
3.05,2.0892E-07
3.1,2.0934E-07
3.15,2.1132E-07
3.2,2.1274E-07
3.25,2.1456E-07
3.3,2.1584E-07
3.35,2.161E-07
3.4,2.18E-07
3.45,2.1972E-07
3.5,2.2028E-07
3.55,2.2186E-07
3.6,2.2264E-07
3.65,2.2232E-07
3.7,2.2376E-07
3.75,2.2438E-07
3.8,2.273E-07
3.85,2.2892E-07
3.9,2.2832E-07
3.95,2.312E-07
4,2.311E-07
4.05,2.3288E-07
4.1,2.3312E-07
4.15,2.3534E-07
4.2,2.3616E-07
4.25,2.374E-07
4.3,2.3942E-07
4.35,2.4044E-07
4.4,2.406E-07
4.45,2.4282E-07
4.5,2.4376E-07
4.55,2.4544E-07
4.6,2.4548E-07
4.65,2.4634E-07
4.7,2.4788E-07
4.75,2.4836E-07
4.8,2.492E-07
4.85,2.4982E-07
4.9,2.506E-07
4.95,2.5202E-07
5,2.5422E-07
5,2.535E-07
4.95,2.521E-07
4.9,2.5228E-07
4.85,2.4928E-07
4.8,2.4898E-07
4.75,2.4624E-07
4.7,2.4554E-07
4.65,2.4332E-07
4.6,2.4226E-07
4.55,2.4168E-07
4.5,2.3994E-07
4.45,2.3884E-07
4.4,2.3644E-07
4.35,2.3558E-07
4.3,2.3426E-07
4.25,2.329E-07
4.2,2.3114E-07
4.15,2.3102E-07
4.1,2.2866E-07
4.05,2.267E-07
4,2.2654E-07
3.95,2.2406E-07
3.9,2.2336E-07
3.85,2.2204E-07
3.8,2.2018E-07
3.75,2.187E-07
3.7,2.1656E-07
3.65,2.1506E-07
3.6,2.1422E-07
3.55,2.1374E-07
3.5,2.1214E-07
3.45,2.0914E-07
3.4,2.0834E-07
3.35,2.0746E-07
3.3,2.0622E-07
3.25,2.0458E-07
3.2,2.0286E-07
3.15,2.0104E-07
3.1,1.9918E-07
3.05,1.983E-07
3,1.9542E-07
2.95,1.9366E-07
2.9,1.921E-07
2.85,1.9008E-07
2.8,1.9014E-07
2.75,1.8802E-07
2.7,1.8688E-07
2.65,1.849E-07
2.6,1.829E-07
2.55,1.8084E-07
2.5,1.791E-07
2.45,1.7812E-07
2.4,1.7648E-07
2.35,1.7524E-07
2.3,1.7294E-07
2.25,1.7032E-07
2.2,1.6928E-07
2.15,1.6798E-07
2.1,1.6578E-07
2.05,1.6394E-07
2,1.6192E-07
1.95,1.6036E-07
1.9,1.573E-07
1.85,1.5584E-07
1.8,1.5444E-07
1.75,1.5246E-07
1.7,1.4972E-07
1.65,1.4712E-07
1.6,1.4606E-07
1.55,1.4428E-07
1.5,1.4216E-07
1.45,1.3978E-07
1.4,1.367E-07
1.35,1.3472E-07
1.3,1.315E-07
1.25,1.3098E-07
1.2,1.282E-07
1.15,1.2542E-07
1.1,1.2378E-07
1.05,1.2138E-07
1,1.1896E-07
0.95,1.1676E-07
0.9,1.1452E-07
0.85,1.1114E-07
0.8,1.0928E-07
0.75,1.0748E-07
0.7,1.0568E-07
0.65,1.0352E-07
0.6,1.018876E-07
0.55,9.90886E-08
0.5,9.67502E-08
0.45,9.40618E-08
0.4,9.13442E-08
0.35,8.94642E-08
0.3,8.72566E-08
0.25,8.46826E-08
0.2,8.18978E-08
0.15,7.947E-08
0.1,7.71914E-08
0.05,7.45738E-08
0,7.26114E-08
-0.05,6.95966E-08
-0.1,6.71824E-08
-0.15,6.47452E-08
-0.2,6.2225E-08
-0.25,5.96376E-08
-0.3,5.7431E-08
-0.35,5.49394E-08
-0.4,5.2392E-08
-0.45,4.98456E-08
-0.5,4.74658E-08
-0.55,4.49266E-08
-0.6,4.25358E-08
-0.65,3.98478E-08
-0.7,3.79826E-08
-0.75,3.54406E-08
-0.8,3.41912E-08
-0.85,3.21072E-08
-0.9,3.08848E-08
-0.95,2.82798E-08
-1,2.63154E-08
-1.05,2.4669E-08
-1.1,2.24522E-08
-1.15,2.10438E-08
-1.2,1.91172E-08
-1.25,1.73724E-08
-1.3,1.65318E-08
